,Date,CAPE
0,"Dec 3, 2020",33.6
1,"Nov 1, 2020",31.33
2,"Oct 1, 2020",31.28
3,"Sep 1, 2020",30.84
4,"Aug 1, 2020",31.16
5,"Jul 1, 2020",29.6
6,"Jun 1, 2020",28.84
7,"May 1, 2020",27.33
8,"Apr 1, 2020",25.93
9,"Mar 1, 2020",24.82
10,"Feb 1, 2020",30.73
11,"Jan 1, 2020",30.99
12,"Dec 1, 2019",30.33
13,"Nov 1, 2019",29.84
14,"Oct 1, 2019",28.84
15,"Sep 1, 2019",29.23
16,"Aug 1, 2019",28.71
17,"Jul 1, 2019",29.99
18,"Jun 1, 2019",29.28
19,"May 1, 2019",29.24
20,"Apr 1, 2019",30.13
21,"Mar 1, 2019",29.58
22,"Feb 1, 2019",29.54
23,"Jan 1, 2019",28.38
24,"Dec 1, 2018",28.29
25,"Nov 1, 2018",30.2
26,"Oct 1, 2018",31.04
27,"Sep 1, 2018",32.62
28,"Aug 1, 2018",32.39
29,"Jul 1, 2018",31.89
30,"Jun 1, 2018",31.63
31,"May 1, 2018",31.24
32,"Apr 1, 2018",30.97
33,"Mar 1, 2018",31.81
34,"Feb 1, 2018",32.04
35,"Jan 1, 2018",33.31
36,"Dec 1, 2017",32.09
37,"Nov 1, 2017",31.3
38,"Oct 1, 2017",30.92
39,"Sep 1, 2017",30.17
40,"Aug 1, 2017",29.91
41,"Jul 1, 2017",30.0
42,"Jun 1, 2017",29.75
43,"May 1, 2017",29.31
44,"Apr 1, 2017",28.9
45,"Mar 1, 2017",29.09
46,"Feb 1, 2017",28.66
47,"Jan 1, 2017",28.06
48,"Dec 1, 2016",27.87
49,"Nov 1, 2016",26.85
50,"Oct 1, 2016",26.53
51,"Sep 1, 2016",26.73
52,"Aug 1, 2016",26.95
53,"Jul 1, 2016",26.69
54,"Jun 1, 2016",25.84
55,"May 1, 2016",25.69
56,"Apr 1, 2016",25.92
57,"Mar 1, 2016",25.37
58,"Feb 1, 2016",24.0
59,"Jan 1, 2016",24.21
60,"Dec 1, 2015",25.97
61,"Nov 1, 2015",26.23
62,"Oct 1, 2015",25.49
63,"Sep 1, 2015",24.5
64,"Aug 1, 2015",25.69
65,"Jul 1, 2015",26.38
66,"Jun 1, 2015",26.5
67,"May 1, 2015",26.81
68,"Apr 1, 2015",26.79
69,"Mar 1, 2015",26.73
70,"Feb 1, 2015",27.0
71,"Jan 1, 2015",26.49
72,"Dec 1, 2014",26.79
73,"Nov 1, 2014",26.61
74,"Oct 1, 2014",25.16
75,"Sep 1, 2014",25.92
76,"Aug 1, 2014",25.62
77,"Jul 1, 2014",25.82
78,"Jun 1, 2014",25.56
79,"May 1, 2014",24.94
80,"Apr 1, 2014",24.79
81,"Mar 1, 2014",24.96
82,"Feb 1, 2014",24.59
83,"Jan 1, 2014",24.86
84,"Dec 1, 2013",24.86
85,"Nov 1, 2013",24.64
86,"Oct 1, 2013",23.83
87,"Sep 1, 2013",23.44
88,"Aug 1, 2013",23.36
89,"Jul 1, 2013",23.49
90,"Jun 1, 2013",22.93
91,"May 1, 2013",23.41
92,"Apr 1, 2013",22.6
93,"Mar 1, 2013",22.42
94,"Feb 1, 2013",22.05
95,"Jan 1, 2013",21.9
96,"Dec 1, 2012",21.24
97,"Nov 1, 2012",20.9
98,"Oct 1, 2012",21.58
99,"Sep 1, 2012",21.78
100,"Aug 1, 2012",21.41
101,"Jul 1, 2012",21.0
102,"Jun 1, 2012",20.55
103,"May 1, 2012",20.94
104,"Apr 1, 2012",21.78
105,"Mar 1, 2012",22.05
106,"Feb 1, 2012",21.8
107,"Jan 1, 2012",21.21
108,"Dec 1, 2011",20.52
109,"Nov 1, 2011",20.35
110,"Oct 1, 2011",20.16
111,"Sep 1, 2011",19.7
112,"Aug 1, 2011",20.05
113,"Jul 1, 2011",22.61
114,"Jun 1, 2011",22.1
115,"May 1, 2011",23.06
116,"Apr 1, 2011",23.14
117,"Mar 1, 2011",22.9
118,"Feb 1, 2011",23.49
119,"Jan 1, 2011",22.98
120,"Dec 1, 2010",22.4
121,"Nov 1, 2010",21.7
122,"Oct 1, 2010",21.24
123,"Sep 1, 2010",20.38
124,"Aug 1, 2010",19.77
125,"Jul 1, 2010",19.67
126,"Jun 1, 2010",19.74
127,"May 1, 2010",20.48
128,"Apr 1, 2010",21.8
129,"Mar 1, 2010",21.0
130,"Feb 1, 2010",19.92
131,"Jan 1, 2010",20.53
132,"Dec 1, 2009",20.32
133,"Nov 1, 2009",19.81
134,"Oct 1, 2009",19.36
135,"Sep 1, 2009",18.83
136,"Aug 1, 2009",18.09
137,"Jul 1, 2009",16.69
138,"Jun 1, 2009",16.38
139,"May 1, 2009",16.0
140,"Apr 1, 2009",14.98
141,"Mar 1, 2009",13.32
142,"Feb 1, 2009",14.12
143,"Jan 1, 2009",15.17
144,"Dec 1, 2008",15.38
145,"Nov 1, 2008",15.26
146,"Oct 1, 2008",16.39
147,"Sep 1, 2008",20.36
148,"Aug 1, 2008",21.4
149,"Jul 1, 2008",20.91
150,"Jun 1, 2008",22.42
151,"May 1, 2008",23.7
152,"Apr 1, 2008",23.36
153,"Mar 1, 2008",22.61
154,"Feb 1, 2008",23.5
155,"Jan 1, 2008",24.02
156,"Dec 1, 2007",25.96
157,"Nov 1, 2007",25.73
158,"Oct 1, 2007",27.32
159,"Sep 1, 2007",26.73
160,"Aug 1, 2007",26.15
161,"Jul 1, 2007",27.41
162,"Jun 1, 2007",27.42
163,"May 1, 2007",27.55
164,"Apr 1, 2007",26.98
165,"Mar 1, 2007",26.23
166,"Feb 1, 2007",27.32
167,"Jan 1, 2007",27.21
168,"Dec 1, 2006",27.28
169,"Nov 1, 2006",26.93
170,"Oct 1, 2006",26.54
171,"Sep 1, 2006",25.64
172,"Aug 1, 2006",25.05
173,"Jul 1, 2006",24.7
174,"Jun 1, 2006",24.75
175,"May 1, 2006",25.65
176,"Apr 1, 2006",26.15
177,"Mar 1, 2006",26.33
178,"Feb 1, 2006",26.25
179,"Jan 1, 2006",26.47
180,"Dec 1, 2005",26.44
181,"Nov 1, 2005",25.93
182,"Oct 1, 2005",24.88
183,"Sep 1, 2005",25.73
184,"Aug 1, 2005",26.1
185,"Jul 1, 2005",26.29
186,"Jun 1, 2005",26.07
187,"May 1, 2005",25.65
188,"Apr 1, 2005",25.41
189,"Mar 1, 2005",26.34
190,"Feb 1, 2005",26.74
191,"Jan 1, 2005",26.59
192,"Dec 1, 2004",27.14
193,"Nov 1, 2004",26.47
194,"Oct 1, 2004",25.41
195,"Sep 1, 2004",25.67
196,"Aug 1, 2004",25.17
197,"Jul 1, 2004",25.7
198,"Jun 1, 2004",26.4
199,"May 1, 2004",25.9
200,"Apr 1, 2004",26.9
201,"Mar 1, 2004",26.89
202,"Feb 1, 2004",27.65
203,"Jan 1, 2004",27.66
204,"Dec 1, 2003",26.64
205,"Nov 1, 2003",25.95
206,"Oct 1, 2003",25.68
207,"Sep 1, 2003",25.24
208,"Aug 1, 2003",24.64
209,"Jul 1, 2003",24.87
210,"Jun 1, 2003",24.83
211,"May 1, 2003",23.59
212,"Apr 1, 2003",22.43
213,"Mar 1, 2003",21.31
214,"Feb 1, 2003",21.21
215,"Jan 1, 2003",22.9
216,"Dec 1, 2002",23.1
217,"Nov 1, 2002",23.35
218,"Oct 1, 2002",21.96
219,"Sep 1, 2002",22.36
220,"Aug 1, 2002",23.59
221,"Jul 1, 2002",23.46
222,"Jun 1, 2002",26.39
223,"May 1, 2002",28.13
224,"Apr 1, 2002",29.01
225,"Mar 1, 2002",30.29
226,"Feb 1, 2002",29.09
227,"Jan 1, 2002",30.28
228,"Dec 1, 2001",30.5
229,"Nov 1, 2001",30.01
230,"Oct 1, 2001",28.58
231,"Sep 1, 2001",27.67
232,"Aug 1, 2001",31.4
233,"Jul 1, 2001",32.16
234,"Jun 1, 2001",33.07
235,"May 1, 2001",34.07
236,"Apr 1, 2001",32.17
237,"Mar 1, 2001",32.32
238,"Feb 1, 2001",35.83
239,"Jan 1, 2001",36.98
240,"Dec 1, 2000",37.27
241,"Nov 1, 2000",38.78
242,"Oct 1, 2000",39.37
243,"Sep 1, 2000",41.89
244,"Aug 1, 2000",42.87
245,"Jul 1, 2000",42.75
246,"Jun 1, 2000",42.78
247,"May 1, 2000",41.96
248,"Apr 1, 2000",43.53
249,"Mar 1, 2000",43.22
250,"Feb 1, 2000",42.18
251,"Jan 1, 2000",43.77
252,"Dec 1, 1999",44.19
253,"Nov 1, 1999",43.21
254,"Oct 1, 1999",40.55
255,"Sep 1, 1999",41.32
256,"Aug 1, 1999",41.93
257,"Jul 1, 1999",43.83
258,"Jun 1, 1999",42.18
259,"May 1, 1999",42.55
260,"Apr 1, 1999",42.7
261,"Mar 1, 1999",41.35
262,"Feb 1, 1999",40.4
263,"Jan 1, 1999",40.57
264,"Dec 1, 1998",38.82
265,"Nov 1, 1998",37.37
266,"Oct 1, 1998",33.77
267,"Sep 1, 1998",33.53
268,"Aug 1, 1998",35.42
269,"Jul 1, 1998",38.26
270,"Jun 1, 1998",36.8
271,"May 1, 1998",36.95
272,"Apr 1, 1998",37.27
273,"Mar 1, 1998",36.29
274,"Feb 1, 1998",34.71
275,"Jan 1, 1998",32.86
276,"Dec 1, 1997",33.03
277,"Nov 1, 1997",32.33
278,"Oct 1, 1997",32.9
279,"Sep 1, 1997",32.66
280,"Aug 1, 1997",32.58
281,"Jul 1, 1997",32.76
282,"Jun 1, 1997",31.25
283,"May 1, 1997",29.93
284,"Apr 1, 1997",27.58
285,"Mar 1, 1997",28.8
286,"Feb 1, 1997",29.26
287,"Jan 1, 1997",28.33
288,"Dec 1, 1996",27.72
289,"Nov 1, 1996",27.58
290,"Oct 1, 1996",26.48
291,"Sep 1, 1996",25.68
292,"Aug 1, 1996",25.41
293,"Jul 1, 1996",24.86
294,"Jun 1, 1996",25.96
295,"May 1, 1996",25.81
296,"Apr 1, 1996",25.42
297,"Mar 1, 1996",25.63
298,"Feb 1, 1996",25.97
299,"Jan 1, 1996",24.76
300,"Dec 1, 1995",25.03
301,"Nov 1, 1995",24.35
302,"Oct 1, 1995",23.93
303,"Sep 1, 1995",23.94
304,"Aug 1, 1995",23.28
305,"Jul 1, 1995",23.37
306,"Jun 1, 1995",22.72
307,"May 1, 1995",22.19
308,"Apr 1, 1995",21.64
309,"Mar 1, 1995",21.15
310,"Feb 1, 1995",20.8
311,"Jan 1, 1995",20.22
312,"Dec 1, 1994",19.91
313,"Nov 1, 1994",20.21
314,"Oct 1, 1994",20.39
315,"Sep 1, 1994",20.57
316,"Aug 1, 1994",20.53
317,"Jul 1, 1994",20.07
318,"Jun 1, 1994",20.29
319,"May 1, 1994",20.19
320,"Apr 1, 1994",20.05
321,"Mar 1, 1994",20.83
322,"Feb 1, 1994",21.26
323,"Jan 1, 1994",21.41
324,"Dec 1, 1993",21.16
325,"Nov 1, 1993",21.04
326,"Oct 1, 1993",21.11
327,"Sep 1, 1993",20.99
328,"Aug 1, 1993",20.81
329,"Jul 1, 1993",20.56
330,"Jun 1, 1993",20.61
331,"May 1, 1993",20.52
332,"Apr 1, 1993",20.46
333,"Mar 1, 1993",20.85
334,"Feb 1, 1993",20.54
335,"Jan 1, 1993",20.32
336,"Dec 1, 1992",20.45
337,"Nov 1, 1992",19.83
338,"Oct 1, 1992",19.37
339,"Sep 1, 1992",19.71
340,"Aug 1, 1992",19.72
341,"Jul 1, 1992",19.62
342,"Jun 1, 1992",19.31
343,"May 1, 1992",19.66
344,"Apr 1, 1992",19.3
345,"Mar 1, 1992",19.28
346,"Feb 1, 1992",19.58
347,"Jan 1, 1992",19.77
348,"Dec 1, 1991",18.44
349,"Nov 1, 1991",18.29
350,"Oct 1, 1991",18.35
351,"Sep 1, 1991",18.36
352,"Aug 1, 1991",18.51
353,"Jul 1, 1991",18.1
354,"Jun 1, 1991",18.01
355,"May 1, 1991",18.03
356,"Apr 1, 1991",18.16
357,"Mar 1, 1991",17.82
358,"Feb 1, 1991",17.36
359,"Jan 1, 1991",15.61
360,"Dec 1, 1990",15.85
361,"Nov 1, 1990",15.19
362,"Oct 1, 1990",14.82
363,"Sep 1, 1990",15.3
364,"Aug 1, 1990",16.17
365,"Jul 1, 1990",17.75
366,"Jun 1, 1990",17.82
367,"May 1, 1990",17.39
368,"Apr 1, 1990",16.81
369,"Mar 1, 1990",16.83
370,"Feb 1, 1990",16.51
371,"Jan 1, 1990",17.05
372,"Dec 1, 1989",17.65
373,"Nov 1, 1989",17.24
374,"Oct 1, 1989",17.64
375,"Sep 1, 1989",17.71
376,"Aug 1, 1989",17.73
377,"Jul 1, 1989",17.01
378,"Jun 1, 1989",16.64
379,"May 1, 1989",16.19
380,"Apr 1, 1989",15.69
381,"Mar 1, 1989",15.3
382,"Feb 1, 1989",15.47
383,"Jan 1, 1989",15.09
384,"Dec 1, 1988",14.7
385,"Nov 1, 1988",14.45
386,"Oct 1, 1988",14.81
387,"Sep 1, 1988",14.37
388,"Aug 1, 1988",14.24
389,"Jul 1, 1988",14.61
390,"Jun 1, 1988",14.77
391,"May 1, 1988",14.03
392,"Apr 1, 1988",14.43
393,"Mar 1, 1988",14.67
394,"Feb 1, 1988",14.3
395,"Jan 1, 1988",13.9
396,"Dec 1, 1987",13.39
397,"Nov 1, 1987",13.59
398,"Oct 1, 1987",15.53
399,"Sep 1, 1987",17.68
400,"Aug 1, 1987",18.33
401,"Jul 1, 1987",17.31
402,"Jun 1, 1987",16.83
403,"May 1, 1987",16.16
404,"Apr 1, 1987",16.2
405,"Mar 1, 1987",16.43
406,"Feb 1, 1987",15.82
407,"Jan 1, 1987",14.92
408,"Dec 1, 1986",14.09
409,"Nov 1, 1986",13.87
410,"Oct 1, 1986",13.43
411,"Sep 1, 1986",13.47
412,"Aug 1, 1986",13.89
413,"Jul 1, 1986",13.62
414,"Jun 1, 1986",13.89
415,"May 1, 1986",13.56
416,"Apr 1, 1986",13.55
417,"Mar 1, 1986",13.19
418,"Feb 1, 1986",12.39
419,"Jan 1, 1986",11.72
420,"Dec 1, 1985",11.69
421,"Nov 1, 1985",11.16
422,"Oct 1, 1985",10.55
423,"Sep 1, 1985",10.47
424,"Aug 1, 1985",10.74
425,"Jul 1, 1985",11.0
426,"Jun 1, 1985",10.81
427,"May 1, 1985",10.61
428,"Apr 1, 1985",10.4
429,"Mar 1, 1985",10.37
430,"Feb 1, 1985",10.49
431,"Jan 1, 1985",10.0
432,"Dec 1, 1984",9.6
433,"Nov 1, 1984",9.69
434,"Oct 1, 1984",9.6
435,"Sep 1, 1984",9.69
436,"Aug 1, 1984",9.62
437,"Jul 1, 1984",8.87
