"Date","Price","Open","High","Low","Change %"
"May 81","13.402","13.402","13.402","13.402","-4.87%"
"Apr 81","14.088","14.088","14.088","14.088","7.53%"
"Mar 81","13.101","13.101","13.101","13.101","-2.31%"
"Feb 81","13.411","13.411","13.411","13.411","5.85%"
"Jan 81","12.670","12.670","12.670","12.670","2.09%"
"Dec 80","12.411","12.411","12.411","12.411","-0.12%"
"Nov 80","12.426","12.426","12.426","12.426","-0.02%"
"Oct 80","12.429","12.429","12.429","12.429","5.01%"
"Sep 80","11.836","11.836","11.836","11.836","9.21%"
"Aug 80","10.838","10.838","10.838","10.838","5.74%"
"Jul 80","10.250","10.250","10.250","10.250","8.66%"
"Jun 80","9.433","9.433","9.433","9.433","-7.59%"
"May 80","10.208","10.208","10.208","10.208","-4.77%"
"Apr 80","10.719","10.719","10.719","10.719","-14.96%"
"Mar 80","12.604","12.604","12.604","12.604","-0.75%"
"Feb 80","12.699","12.699","12.699","12.699","14.30%"
"Jan 80","11.110","11.110","11.110","11.110","6.93%"
"Dec 79","10.390","10.390","10.390","10.390","-2.44%"
"Nov 79","10.650","10.650","10.650","10.650","3.40%"
"Oct 79","10.300","10.300","10.300","10.300","10.40%"
"Sep 79","9.330","9.330","9.330","9.330","3.32%"
"Aug 79","9.030","9.030","9.030","9.030","0.89%"
"Jul 79","8.950","8.950","8.950","8.950","0.45%"
"Jun 79","8.910","8.910","8.910","8.910","-3.68%"
"May 79","9.250","9.250","9.250","9.250","0.76%"
"Apr 79","9.180","9.180","9.180","9.180","0.66%"
"Mar 79","9.120","9.120","9.120","9.120","0.22%"
"Feb 79","9.100","9.100","9.100","9.100","0.00%"
"Jan 79","9.100","9.100","9.100","9.100","1.00%"
"Dec 78","9.010","9.010","9.010","9.010","2.27%"
"Nov 78","8.810","8.810","8.810","8.810","1.97%"
"Oct 78","8.640","8.640","8.640","8.640","2.61%"
"Sep 78","8.420","8.420","8.420","8.420","0.12%"
"Aug 78","8.410","8.410","8.410","8.410","-2.66%"
"Jul 78","8.640","8.640","8.640","8.640","2.13%"
"Jun 78","8.460","8.460","8.460","8.460","1.32%"
"May 78","8.350","8.350","8.350","8.350","2.45%"
"Apr 78","8.150","8.150","8.150","8.150","1.37%"
"Mar 78","8.040","8.040","8.040","8.040","0.12%"
"Feb 78","8.030","8.030","8.030","8.030","0.88%"
"Jan 78","7.960","7.960","7.960","7.960","3.51%"
"Dec 77","7.690","7.690","7.690","7.690","1.45%"
"Nov 77","7.580","7.580","7.580","7.580","0.80%"
"Oct 77","7.520","7.520","7.520","7.520","2.45%"
"Sep 77","7.340","7.340","7.340","7.340","-0.81%"
"Aug 77","7.400","7.400","7.400","7.400","0.95%"
"Jul 77","7.330","7.330","7.330","7.330","0.69%"
"Jun 77","7.280","7.280","7.280","7.280","-2.41%"
"May 77","7.460","7.460","7.460","7.460","1.22%"
"Apr 77","7.370","7.370","7.370","7.370","-1.21%"
"Mar 77","7.460","7.460","7.460","7.460","0.95%"
"Feb 77","7.390","7.390","7.390","7.390","2.50%"
"Jan 77","7.210","7.210","7.210","7.210","4.95%"
"Dec 76","6.870","6.870","6.870","6.870","-5.76%"
"Nov 76","7.290","7.290","7.290","7.290","-1.62%"
"Oct 76","7.410","7.410","7.410","7.410","-2.37%"
"Sep 76","7.590","7.590","7.590","7.590","-2.32%"
"Aug 76","7.770","7.770","7.770","7.770","-0.77%"
"Jul 76","7.830","7.830","7.830","7.830","-0.38%"
"Jun 76","7.860","7.860","7.860","7.860","-0.51%"
"May 76","7.900","7.900","7.900","7.900","4.50%"
"Apr 76","7.560","7.560","7.560","7.560","-2.20%"
"Mar 76","7.730","7.730","7.730","7.730","-0.77%"
"Feb 76","7.790","7.790","7.790","7.790","0.65%"
"Jan 76","7.740","7.740","7.740","7.740","-3.25%"
"Dec 75","8.000","8.000","8.000","8.000","-0.62%"
"Nov 75","8.050","8.050","8.050","8.050","-1.11%"
"Oct 75","8.140","8.140","8.140","8.140","-3.44%"
"Sep 75","8.430","8.430","8.430","8.430","0.36%"
"Aug 75","8.400","8.400","8.400","8.400","4.22%"
"Jul 75","8.060","8.060","8.060","8.060","2.54%"
"Jun 75","7.860","7.860","7.860","7.860","-2.48%"
"May 75","8.060","8.060","8.060","8.060","-2.07%"
"Apr 75","8.230","8.230","8.230","8.230","6.47%"
"Mar 75","7.730","7.730","7.730","7.730","4.60%"
"Feb 75","7.390","7.390","7.390","7.390","-1.47%"
"Jan 75","7.500","7.500","7.500","7.500","0.94%"
"Dec 74","7.430","7.430","7.430","7.430","-3.26%"
"Nov 74","7.680","7.680","7.680","7.680","-2.78%"
"Oct 74","7.900","7.900","7.900","7.900","-1.74%"
"Sep 74","8.040","8.040","8.040","8.040","0.00%"
"Aug 74","8.040","8.040","8.040","8.040","2.94%"
"Jul 74","7.810","7.810","7.810","7.810","3.58%"
"Jun 74","7.540","7.540","7.540","7.540","-0.53%"
"May 74","7.580","7.580","7.580","7.580","0.93%"
"Apr 74","7.510","7.510","7.510","7.510","4.16%"
"Mar 74","7.210","7.210","7.210","7.210","3.59%"
"Feb 74","6.960","6.960","6.960","6.960","-0.43%"
"Jan 74","6.990","6.990","6.990","6.990","3.71%"
"Dec 73","6.740","6.740","6.740","6.740","0.15%"
"Nov 73","6.730","6.730","6.730","6.730","-0.88%"
"Oct 73","6.790","6.790","6.790","6.790","-4.23%"
"Sep 73","7.090","7.090","7.090","7.090","-4.19%"
"Aug 73","7.400","7.400","7.400","7.400","3.79%"
"Jul 73","7.130","7.130","7.130","7.130","3.33%"
"Jun 73","6.900","6.900","6.900","6.900","0.73%"
"May 73","6.850","6.850","6.850","6.850","2.70%"
"Apr 73","6.670","6.670","6.670","6.670","-0.60%"
"Mar 73","6.710","6.710","6.710","6.710","1.05%"
"Feb 73","6.640","6.640","6.640","6.640","2.79%"
"Jan 73","6.460","6.460","6.460","6.460","1.57%"
"Dec 72","6.360","6.360","6.360","6.360","1.27%"
"Nov 72","6.280","6.280","6.280","6.280","-3.09%"
"Oct 72","6.480","6.480","6.480","6.480","-1.07%"
"Sep 72","6.550","6.550","6.550","6.550","5.48%"
"Aug 72","6.210","6.210","6.210","6.210","1.64%"
"Jul 72","6.110","6.110","6.110","6.110","0.00%"
"Jun 72","6.110","6.110","6.110","6.110","-0.33%"
"May 72","6.130","6.130","6.130","6.130","-0.97%"
"Apr 72","6.190","6.190","6.190","6.190","1.98%"
"Mar 72","6.070","6.070","6.070","6.070","-0.16%"
"Feb 72","6.080","6.080","6.080","6.080","2.18%"
"Jan 72","5.950","5.950","5.950","5.950","0.34%"
"Dec 71","5.930","5.930","5.930","5.930","2.07%"
"Nov 71","5.810","5.810","5.810","5.810","-2.02%"
"Oct 71","5.930","5.930","5.930","5.930","-3.42%"
"Sep 71","6.140","6.140","6.140","6.140","-6.69%"
"Aug 71","6.580","6.580","6.580","6.580","-2.23%"
"Jul 71","6.730","6.730","6.730","6.730","3.22%"
"Jun 71","6.520","6.520","6.520","6.520","2.03%"
"May 71","6.390","6.390","6.390","6.390","9.61%"
"Apr 71","5.830","5.830","5.830","5.830","2.28%"
"Mar 71","5.700","5.700","5.700","5.700","-6.71%"
"Feb 71","6.110","6.110","6.110","6.110","-2.08%"
"Jan 71","6.240","6.240","6.240","6.240","-2.35%"
"Dec 70","6.390","6.390","6.390","6.390","-6.58%"
"Nov 70","6.840","6.840","6.840","6.840","-6.68%"
"Oct 70","7.330","7.330","7.330","7.330","-0.81%"
"Sep 70","7.390","7.390","7.390","7.390","-1.86%"
"Aug 70","7.530","7.530","7.530","7.530","0.94%"
"Jul 70","7.460","7.460","7.460","7.460","-4.85%"
"Jun 70","7.840","7.840","7.840","7.840","-0.88%"
"May 70","7.910","7.910","7.910","7.910","7.04%"
"Apr 70","7.390","7.390","7.390","7.390","4.53%"
"Mar 70","7.070","7.070","7.070","7.070","-2.35%"
"Feb 70","7.240","7.240","7.240","7.240","-7.06%"
